task,architecture,profile,method,k,metric,block,delta
two_concepts,TinyCNN,release_early,validation_patch,13,fidelity,5048,0.000615858288505633
two_concepts,TinyCNN,release_early,validation_patch,13,fidelity,5049,-0.0004826762090682779
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5000,-0.0002596057027887122
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5001,0.00014740644040811546
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5002,0.003413650780919819
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5003,0.00021621639886337807
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5004,0.00019547308097511706
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5005,-0.00013082529795760411
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5006,0.00047492002790416876
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5007,0.0008516713896964401
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5008,0.0025651025627959623
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5009,0.00017252216686947097
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5010,0.0006282550509023599
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5011,0.0013196924499865315
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5012,0.000852263856179647
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5013,0.0007916760619611773
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5014,0.00037368981508290045
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5015,0.0012419656073578977
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5016,0.002815550375059872
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5017,0.002943113474825787
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5018,0.0004319564542302201
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5019,0.0010176469342727534
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5020,-0.0003161216547559187
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5021,0.0008872898905731841
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5022,0.0005233090945352403
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5023,0.0003434594334608132
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5024,0.0011312379536941863
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5025,-0.00021097000088476925
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5026,0.0026362650928843934
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5027,-0.0004969672933505809
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5028,0.0020800667928158045
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5029,0.0017015719715245403
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5030,0.0031053090761103963
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5031,0.0013267271854126017
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5032,0.00037715079248767935
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5033,0.00010865808946747268
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5034,0.00023996555333349878
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5035,0.0009292302746231051
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5036,0.00042905621655775494
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5037,-0.0002611657176335713
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5038,0.00043883282784840105
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5039,0.0006193223027737282
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5040,0.0002598683924114331
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5041,0.0004073285300795204
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5042,0.0005236326394019164
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5043,0.0032189476319409716
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5044,0.005057795658009456
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5045,0.000708993053849416
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5046,0.001214537335832544
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5047,0.0034092005534528402
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5048,0.00020648359302966046
two_concepts,TinyCNN,release_early,validation_patch,14,fidelity,5049,1.0710642279754268e-05
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5000,-0.00026862474187938634
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5001,6.22700928969433e-05
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5002,0.0035834383859054686
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5003,-8.909367090725873e-05
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5004,7.208214668708024e-05
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5005,-5.5367084390911536e-05
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5006,0.0005004511924820987
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5007,0.0006825556315532832
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5008,0.0005432353089679376
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5009,0.0001896394350906494
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5010,0.00022425063537645507
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5011,0.000544552165796075
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5012,1.3935812246290702e-05
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5013,0.000613953088004604
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5014,0.0002365891892534
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5015,0.00019982897622994322
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5016,0.002894980397826985
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5017,0.0004396467369297552
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5018,0.0002744628905616553
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5019,0.0004553172705945574
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5020,-0.0009131221452310934
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5021,0.0007239594228846125
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5022,0.00012858781028746158
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5023,0.00024110540329080887
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5024,0.0007309864790192577
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5025,0.0004903144234060797
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5026,8.399370464773348e-05
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5027,-0.0003464780160788994
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5028,0.0018479755939875275
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5029,0.0010966898720843332
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5030,0.0006402033487092895
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5031,0.00038009622099177687
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5032,0.00028791402238581565
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5033,7.578162531618471e-05
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5034,7.487283866680627e-06
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5035,0.00044102397750478417
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5036,0.00023836057283832535
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5037,0.00019337416163023313
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5038,0.0002612089103680715
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5039,7.542860766340809e-05
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5040,0.00014160857480405298
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5041,0.000293989331429545
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5042,0.00010627768756077405
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5043,0.0023425587979509777
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5044,0.005012218160488469
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5045,0.0005997150777491411
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5046,0.0004876130470387041
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5047,0.003810689390658095
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5048,1.311764479483557e-06
two_concepts,TinyCNN,release_early,validation_patch,15,fidelity,5049,-0.00015435767113669563
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5000,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5001,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5002,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5003,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5004,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5005,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5006,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5007,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5008,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5009,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5010,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5011,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5012,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5013,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5014,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5015,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5016,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5017,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5018,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5019,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5020,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5021,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5022,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5023,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5024,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5025,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5026,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5027,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5028,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5029,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5030,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5031,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5032,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5033,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5034,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5035,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5036,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5037,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5038,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5039,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5040,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5041,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5042,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5043,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5044,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5045,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5046,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5047,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5048,0.0
two_concepts,TinyCNN,release_early,validation_patch,16,fidelity,5049,0.0
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5000,-0.32536825217019805
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5001,-0.3270099081958282
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5002,-0.30797758813715626
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5003,-0.18334939261403826
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5004,-0.24830047657969212
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5005,-0.2100266795861896
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5006,-0.2428893496214375
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5007,-0.25452918722710016
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5008,-0.3689234715588534
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5009,-0.2377313159954988
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5010,-0.30473822804218853
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5011,-0.30335233711570675
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5012,-0.31811494791584627
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5013,-0.3489771588258693
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5014,-0.37071244391986546
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5015,-0.3369873840624068
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5016,-0.32466615001179366
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5017,-0.2749144412173177
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5018,-0.2890139525504086
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5019,-0.29613832258368455
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5020,-0.1469257357485486
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5021,-0.27246184259108985
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5022,-0.30727325267021355
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5023,-0.41468388046207527
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5024,-0.2615687799764075
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5025,-0.3713858652709323
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5026,-0.3387711951206174
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5027,-0.3651036988052453
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5028,-0.2239165322171498
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5029,-0.236722881638317
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5030,-0.381450926422671
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5031,-0.32828573014016516
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5032,-0.34306229319144743
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5033,-0.36532751803192265
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5034,-0.33738180735806056
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5035,-0.27274230726639737
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5036,-0.3746800179017912
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5037,-0.33241146398822274
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5038,-0.28339500221723124
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5039,-0.2889599498569455
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5040,-0.32780776280885693
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5041,-0.14583574182324965
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5042,-0.15624379968684443
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5043,-0.3524212542663262
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5044,-0.2235294425450438
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5045,-0.2934723882201601
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5046,-0.3447550562245494
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5047,-0.2821831446254902
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5048,-0.2701354525333364
two_concepts,TinyCNN,release_default,validation_patch,1,fidelity,5049,-0.32405138723106464
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5000,-0.21621775122833664
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5001,-0.2555295732968764
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5002,-0.16690596839209282
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5003,-0.12445100123218888
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5004,-0.165242035338379
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5005,-0.18363544437496482
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5006,-0.21937358763162507
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5007,-0.18788535011765484
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5008,-0.24603552564351094
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5009,-0.18285879426774132
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5010,-0.23443751614370179
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5011,-0.35822943406319996
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5012,-0.1604026676686372
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5013,-0.2546749523243311
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5014,-0.17392864089444582
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5015,-0.2720691789055747
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5016,-0.1374716828585104
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5017,-0.17541359627462538
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5018,-0.18462974784684172
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5019,-0.17906337211939471
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5020,-0.06597306054241636
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5021,-0.09547907756886476
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5022,-0.28303928054009153
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5023,-0.10590128445107616
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5024,-0.12013692308619595
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5025,-0.16278863995288306
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5026,-0.172058222587809
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5027,-0.2606909866809116
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5028,-0.18474897246005062
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5029,-0.19173841025425264
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5030,-0.27705934459424797
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5031,-0.2036590810594444
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5032,-0.15947027677974124
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5033,-0.1754239123059731
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5034,-0.2959875752308634
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5035,-0.18758121707684405
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5036,-0.20007476650136136
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5037,-0.14711558794921642
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5038,-0.3164932146828704
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5039,-0.1870698909249161
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5040,-0.08320600814051127
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5041,-0.25655923086620347
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5042,-0.13877925960134851
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5043,-0.17649096005951181
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5044,-0.036306993071537064
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5045,-0.14899724746161314
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5046,-0.10154986403473132
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5047,-0.035800151180628625
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5048,-0.20399829159186145
two_concepts,TinyCNN,release_default,validation_patch,2,fidelity,5049,-0.13396490826672458
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5000,-0.08776467067299665
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5001,-0.0655968003209787
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5002,-0.04903198316029678
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5003,-0.04569137081122432
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5004,-0.12529411600686047
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5005,-0.05819703090202688
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5006,-0.1025988515348295
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5007,-0.021130418730822775
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5008,-0.11724942643915903
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5009,-0.1782841136611535
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5010,-0.12459364631091197
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5011,-0.16111739906815958
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5012,-0.059414878078866695
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5013,-0.14725214845991275
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5014,-0.08634691973701081
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5015,-0.15366651353326888
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5016,-0.09908622109160015
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5017,-0.18524764585908626
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5018,-0.054883381397664466
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5019,-0.0589095839217465
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5020,-0.006790769449459888
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5021,-0.007408727887938005
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5022,-0.09046344597979528
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5023,-0.03703974492775686
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5024,-0.06557117719849204
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5025,-0.08180270540158507
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5026,-0.03138479308001052
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5027,-0.07263978795881532
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5028,-0.05313523175454249
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5029,-0.1315307643694661
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5030,-0.11920589888566546
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5031,-0.11772314223731017
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5032,-0.055627719983131874
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5033,-0.022405255882074315
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5034,-0.12634484411949454
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5035,0.0004103865371780646
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5036,-0.05756082091244641
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5037,-0.03315112162695244
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5038,-0.16006016569645087
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5039,-0.008200420671542807
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5040,-0.03298431827360293
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5041,-0.184418338789332
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5042,-0.019441200702568495
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5043,-0.017682957949439748
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5044,-0.0031205506336771105
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5045,-0.08418430937915022
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5046,-0.024181111475055972
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5047,0.010419283165132631
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5048,-0.08632214206986488
two_concepts,TinyCNN,release_default,validation_patch,3,fidelity,5049,-0.04442878479257806
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5000,-0.007024410844012063
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5001,0.006188181633836942
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5002,-0.005903947162784973
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5003,0.005195422992672505
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5004,-0.01133649325927244
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5005,-0.040543744873107856
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5006,-0.0403528387034382
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5007,0.02444923550379663
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5008,-0.05261737276391987
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5009,-0.08194214468810723
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5010,-0.03344642683288701
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5011,-0.06650541137022614
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5012,0.007949326298122728
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5013,-0.0879456849558754
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5014,0.006390752259226473
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5015,-0.050298233512856894
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5016,-0.04688266363670013
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5017,-0.11599725186827514
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5018,-0.003313498430770001
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5019,0.00035882248573149145
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5020,0.008799929666653106
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5021,0.0054603968080659815
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5022,-0.010156340821435905
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5023,-0.009878654062346226
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5024,0.006635656555150304
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5025,-0.006611447869885989
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5026,0.0038984574681316664
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5027,-0.015105833229080212
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5028,-0.0790701101278466
two_concepts,TinyCNN,release_default,validation_patch,4,fidelity,5029,-0.012235528868077772
